1,100,100,100,100,1,1,1,1,84,1,2,0,11,1,1,1350.3,3.1304,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,19,1,1,0,3,1,0,2090.8,3.3203,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,17,1,2,0,7,1,1,797.22,2.9016,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,41,1,2,0,7,1,0,882.96,2.9459,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,107,1,2,0,7,1,0,705.21,2.8483,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,113,1,2,0,7,1,1,4367.8,3.6403,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,36,1,2,0,11,1,0,1259.9,3.1003,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,62,1,1,0,7,1,0,561.79,2.7496,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,71,1,2,0,7,1,1,1138.7,3.0564,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,117,1,1,0,11,1,0,1509.3,3.1788,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,33,1,1,0,11,1,1,847.5,2.9281,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,15,1,1,0,11,1,1,4466,3.6499,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,5,1,2,0,7,1,1,2297.6,3.3613,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,100,1,2,0,3,1,0,2904.9,3.4631,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,10,1,2,0,3,1,1,1363.4,3.1346,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,97,1,1,0,3,1,1,496.22,2.6957,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,24,1,2,0,11,1,1,1223.7,3.0877,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,3,1,1,0,11,1,1,562.45,2.7501,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,21,1,1,0,11,1,0,1253.8,3.0982,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,101,1,2,0,7,1,1,592.36,2.7726,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,76,1,2,0,3,1,0,1263.8,3.1017,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,35,1,2,0,7,1,0,756.11,2.8786,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,23,1,2,0,7,1,0,299.22,2.476,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,81,1,1,0,11,1,1,282.22,2.4506,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,65,1,2,0,7,1,1,3356.1,3.5258,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,67,1,1,0,3,1,1,821.18,2.9144,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,83,1,2,0,7,1,1,1932.9,3.2862,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,20,1,1,0,7,1,1,884.81,2.9469,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,102,1,2,0,11,1,1,1092,3.0382,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,46,1,2,0,3,1,0,579.76,2.7633,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,18,1,2,0,11,1,1,742.92,2.8709,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,28,1,2,0,3,1,1,1485.9,3.172,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,48,1,2,0,11,1,1,1679.8,3.2252,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,74,1,1,0,7,1,1,489.03,2.6893,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,75,1,1,0,11,1,0,1062.2,3.0262,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,13,1,1,0,3,1,1,1124,3.0508,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,106,1,2,0,3,1,0,1363.7,3.1347,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,7,1,1,0,3,1,0,1498.9,3.1758,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,4,1,2,0,3,1,0,1120.7,3.0495,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,32,1,1,0,7,1,1,2265.7,3.3552,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,22,1,2,0,3,1,1,1031.1,3.0133,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,73,1,1,0,3,1,1,1076,3.0318,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,109,1,1,0,3,1,1,1392.3,3.1437,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,90,1,2,0,11,1,0,1327.8,3.1231,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,8,1,1,0,7,1,1,2047.1,3.3111,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,85,1,1,0,3,1,1,1695.7,3.2294,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,53,1,2,0,7,1,1,909.27,2.9587,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,68,1,1,0,7,1,1,618.51,2.7913,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,58,1,2,0,3,1,1,2149.3,3.3323,99,99,100,100,100,100,100,111,111,111
1,100,100,100,100,1,1,1,1,66,1,2,0,11,1,1,643.22,2.8084,99,99,100,100,100,100,100,111,111,111
